fecha,naics,descripcion,valor_importado,valor_gravable,aranceles,tasa_efectiva,tasa_gravable
2013-01-01,1111,OILSEEDS & GRAINS,4365826,0,0,0.0,
2013-02-01,1111,OILSEEDS & GRAINS,9120359,0,0,0.0,
2013-03-01,1111,OILSEEDS & GRAINS,8964031,0,0,0.0,
2013-04-01,1111,OILSEEDS & GRAINS,8834201,0,0,0.0,
2013-05-01,1111,OILSEEDS & GRAINS,7343282,0,0,0.0,
2013-06-01,1111,OILSEEDS & GRAINS,6910169,0,0,0.0,
2013-07-01,1111,OILSEEDS & GRAINS,7624093,0,0,0.0,
2013-08-01,1111,OILSEEDS & GRAINS,5187398,0,0,0.0,
2013-09-01,1111,OILSEEDS & GRAINS,5850047,0,0,0.0,
2013-10-01,1111,OILSEEDS & GRAINS,5473041,0,0,0.0,
2013-11-01,1111,OILSEEDS & GRAINS,5386901,0,0,0.0,
2013-12-01,1111,OILSEEDS & GRAINS,6597810,0,0,0.0,
2014-01-01,1111,OILSEEDS & GRAINS,7998951,0,0,0.0,
2014-02-01,1111,OILSEEDS & GRAINS,8023292,0,0,0.0,
2014-03-01,1111,OILSEEDS & GRAINS,8885695,0,0,0.0,
2014-04-01,1111,OILSEEDS & GRAINS,8936068,114886,112,1.2533476692433406e-05,0.0009748794457114008
2014-05-01,1111,OILSEEDS & GRAINS,7026991,2240,16,2.2769347505923943e-06,0.007142857142857143
2014-06-01,1111,OILSEEDS & GRAINS,7594562,0,0,0.0,
2014-07-01,1111,OILSEEDS & GRAINS,7445074,0,0,0.0,
2014-08-01,1111,OILSEEDS & GRAINS,8656453,0,0,0.0,
2014-09-01,1111,OILSEEDS & GRAINS,6715327,20744,19,2.829348444238084e-06,0.0009159274971075974
2014-10-01,1111,OILSEEDS & GRAINS,8211072,0,0,0.0,
2014-11-01,1111,OILSEEDS & GRAINS,6387432,3136,22,3.4442636727874363e-06,0.00701530612244898
2014-12-01,1111,OILSEEDS & GRAINS,7052422,0,0,0.0,
2015-01-01,1111,OILSEEDS & GRAINS,7877014,0,0,0.0,
2015-02-01,1111,OILSEEDS & GRAINS,6490169,0,0,0.0,
2015-03-01,1111,OILSEEDS & GRAINS,7278135,0,0,0.0,
2015-04-01,1111,OILSEEDS & GRAINS,6042938,0,0,0.0,
2015-05-01,1111,OILSEEDS & GRAINS,6606808,0,0,0.0,
2015-06-01,1111,OILSEEDS & GRAINS,8604681,0,0,0.0,
2015-07-01,1111,OILSEEDS & GRAINS,10673857,0,0,0.0,
2015-08-01,1111,OILSEEDS & GRAINS,7470496,0,0,0.0,
2015-09-01,1111,OILSEEDS & GRAINS,5184347,0,0,0.0,
2015-10-01,1111,OILSEEDS & GRAINS,4080875,0,0,0.0,
2015-11-01,1111,OILSEEDS & GRAINS,3789593,60000,6,1.583283481893702e-06,0.0001
2015-12-01,1111,OILSEEDS & GRAINS,6395137,0,0,0.0,
2016-01-01,1111,OILSEEDS & GRAINS,8574310,5102,51,5.948000480505137e-06,0.00999607996863975
2016-02-01,1111,OILSEEDS & GRAINS,6370822,0,0,0.0,
2016-03-01,1111,OILSEEDS & GRAINS,5166396,7056,78,1.509756511115292e-05,0.011054421768707483
2016-04-01,1111,OILSEEDS & GRAINS,5578210,0,0,0.0,
2016-05-01,1111,OILSEEDS & GRAINS,4395113,0,0,0.0,
2016-06-01,1111,OILSEEDS & GRAINS,4655891,0,0,0.0,
2016-07-01,1111,OILSEEDS & GRAINS,5964682,0,0,0.0,
2016-08-01,1111,OILSEEDS & GRAINS,6830452,0,0,0.0,
2016-09-01,1111,OILSEEDS & GRAINS,7299244,0,0,0.0,
2016-10-01,1111,OILSEEDS & GRAINS,5752340,0,0,0.0,
2016-11-01,1111,OILSEEDS & GRAINS,5006014,0,0,0.0,
2016-12-01,1111,OILSEEDS & GRAINS,3765524,0,0,0.0,
2017-01-01,1111,OILSEEDS & GRAINS,6092670,0,0,0.0,
2017-02-01,1111,OILSEEDS & GRAINS,6770623,0,0,0.0,
2017-03-01,1111,OILSEEDS & GRAINS,6688248,0,0,0.0,
2017-04-01,1111,OILSEEDS & GRAINS,5830509,24157,281,4.819476309872774e-05,0.011632239102537566
2017-05-01,1111,OILSEEDS & GRAINS,6463439,2352,1,1.5471639788044724e-07,0.00042517006802721087
2017-06-01,1111,OILSEEDS & GRAINS,4872409,0,0,0.0,
2017-07-01,1111,OILSEEDS & GRAINS,6361776,0,0,0.0,
2017-08-01,1111,OILSEEDS & GRAINS,8223427,0,0,0.0,
2017-09-01,1111,OILSEEDS & GRAINS,4343613,0,0,0.0,
2017-10-01,1111,OILSEEDS & GRAINS,5387674,3622,2,3.712177091635463e-07,0.0005521811154058532
2017-11-01,1111,OILSEEDS & GRAINS,5377643,0,0,0.0,
2017-12-01,1111,OILSEEDS & GRAINS,5379714,15360,70,1.3011844124055666e-05,0.004557291666666667
2018-01-01,1111,OILSEEDS & GRAINS,7369095,0,0,0.0,
2018-02-01,1111,OILSEEDS & GRAINS,6493382,0,0,0.0,
2018-03-01,1111,OILSEEDS & GRAINS,6772397,0,0,0.0,
2018-04-01,1111,OILSEEDS & GRAINS,6949258,25166,6,8.634015315016365e-07,0.00023841691170627038
2018-05-01,1111,OILSEEDS & GRAINS,6709609,0,0,0.0,
2018-06-01,1111,OILSEEDS & GRAINS,6108688,0,0,0.0,
2018-07-01,1111,OILSEEDS & GRAINS,5130483,0,0,0.0,
2018-08-01,1111,OILSEEDS & GRAINS,6226511,0,0,0.0,
2018-09-01,1111,OILSEEDS & GRAINS,4571928,0,0,0.0,
2018-10-01,1111,OILSEEDS & GRAINS,5251374,0,0,0.0,
2018-11-01,1111,OILSEEDS & GRAINS,4099617,6721,128,3.1222428826887974e-05,0.01904478500223181
2018-12-01,1111,OILSEEDS & GRAINS,4215581,0,0,0.0,
2019-01-01,1111,OILSEEDS & GRAINS,5836191,0,0,0.0,
2019-02-01,1111,OILSEEDS & GRAINS,4645396,0,0,0.0,
2019-03-01,1111,OILSEEDS & GRAINS,4658437,44347,351,7.534716043170703e-05,0.0079148533158951
2019-04-01,1111,OILSEEDS & GRAINS,7020195,0,0,0.0,
2019-05-01,1111,OILSEEDS & GRAINS,6267686,0,0,0.0,
2019-06-01,1111,OILSEEDS & GRAINS,4397778,0,0,0.0,
2019-07-01,1111,OILSEEDS & GRAINS,5861191,0,0,0.0,
2019-08-01,1111,OILSEEDS & GRAINS,5582402,8820,25,4.478358957309058e-06,0.002834467120181406
2019-09-01,1111,OILSEEDS & GRAINS,5585305,0,0,0.0,
2019-10-01,1111,OILSEEDS & GRAINS,6359687,2400,30,4.717213284238674e-06,0.0125
2019-11-01,1111,OILSEEDS & GRAINS,4088298,0,0,0.0,
2019-12-01,1111,OILSEEDS & GRAINS,4559501,0,0,0.0,
2020-01-01,1111,OILSEEDS & GRAINS,6921620,18119,280,4.045295754462106e-05,0.015453391467520283
2020-02-01,1111,OILSEEDS & GRAINS,8178809,22257,281,3.435708059694266e-05,0.012625241497057106
2020-03-01,1111,OILSEEDS & GRAINS,16619149,30799,149,8.965561353352089e-06,0.004837819409721095
2020-04-01,1111,OILSEEDS & GRAINS,11164858,0,0,0.0,
2020-05-01,1111,OILSEEDS & GRAINS,7653836,0,0,0.0,
2020-06-01,1111,OILSEEDS & GRAINS,8077054,0,0,0.0,
2020-07-01,1111,OILSEEDS & GRAINS,8904701,102026,647,7.265825096204803e-05,0.006341520788818536
2020-08-01,1111,OILSEEDS & GRAINS,5011452,0,0,0.0,
2020-09-01,1111,OILSEEDS & GRAINS,5380051,204957,948,0.00017620650807957024,0.0046253604414584525
2020-10-01,1111,OILSEEDS & GRAINS,3687559,0,0,0.0,
2020-11-01,1111,OILSEEDS & GRAINS,4390773,2872,28,6.377009241880644e-06,0.009749303621169917
2020-12-01,1111,OILSEEDS & GRAINS,5408547,3913,42,7.765486737935346e-06,0.01073345259391771
2021-01-01,1111,OILSEEDS & GRAINS,3876759,5030,0,0.0,0.0
2021-02-01,1111,OILSEEDS & GRAINS,4703823,3121,34,7.228163134539714e-06,0.010893944248638257
2021-03-01,1111,OILSEEDS & GRAINS,7205682,0,0,0.0,
2021-04-01,1111,OILSEEDS & GRAINS,5738526,0,0,0.0,
2021-05-01,1111,OILSEEDS & GRAINS,6171224,8816,56,9.07437487279671e-06,0.006352087114337568
2021-06-01,1111,OILSEEDS & GRAINS,5110137,0,0,0.0,
2021-07-01,1111,OILSEEDS & GRAINS,5293237,2525,0,0.0,0.0
2021-08-01,1111,OILSEEDS & GRAINS,5278677,20453,194,3.675163303229199e-05,0.00948516110106097
2021-09-01,1111,OILSEEDS & GRAINS,5487442,0,0,0.0,
2021-10-01,1111,OILSEEDS & GRAINS,7737533,0,0,0.0,
2021-11-01,1111,OILSEEDS & GRAINS,6234731,0,0,0.0,
2021-12-01,1111,OILSEEDS & GRAINS,6370886,0,0,0.0,
2022-01-01,1111,OILSEEDS & GRAINS,7969669,0,0,0.0,
2022-02-01,1111,OILSEEDS & GRAINS,8809406,2766,28,3.1784208833149476e-06,0.01012292118582791
2022-03-01,1111,OILSEEDS & GRAINS,10517523,63876,616,5.856892350033368e-05,0.00964368463898804
2022-04-01,1111,OILSEEDS & GRAINS,9717398,0,0,0.0,
2022-05-01,1111,OILSEEDS & GRAINS,7831172,0,0,0.0,
2022-06-01,1111,OILSEEDS & GRAINS,10185181,0,0,0.0,
2022-07-01,1111,OILSEEDS & GRAINS,8306975,0,0,0.0,
2022-08-01,1111,OILSEEDS & GRAINS,9598808,2512,2,2.0835920460123798e-07,0.0007961783439490446
2022-09-01,1111,OILSEEDS & GRAINS,6946305,0,0,0.0,
2022-10-01,1111,OILSEEDS & GRAINS,7856840,5466,64,8.145768527805072e-06,0.011708744968898645
2022-11-01,1111,OILSEEDS & GRAINS,8932818,8044,79,8.843793750191708e-06,0.00982098458478369
2022-12-01,1111,OILSEEDS & GRAINS,7999232,29600,280,3.500336032259097e-05,0.00945945945945946
2023-01-01,1111,OILSEEDS & GRAINS,6415333,30360,280,4.3645435084975324e-05,0.00922266139657444
2023-02-01,1111,OILSEEDS & GRAINS,5799615,0,0,0.0,
2023-03-01,1111,OILSEEDS & GRAINS,6842872,88890,353,5.15865268267476e-05,0.0039712003599955
2023-04-01,1111,OILSEEDS & GRAINS,5605207,0,0,0.0,
2023-05-01,1111,OILSEEDS & GRAINS,7406769,60720,560,7.560651614759418e-05,0.00922266139657444
2023-06-01,1111,OILSEEDS & GRAINS,6851533,0,0,0.0,
2023-07-01,1111,OILSEEDS & GRAINS,8312331,0,0,0.0,
2023-08-01,1111,OILSEEDS & GRAINS,6533311,0,0,0.0,
2023-09-01,1111,OILSEEDS & GRAINS,6438466,0,0,0.0,
2023-10-01,1111,OILSEEDS & GRAINS,7691482,2347,0,0.0,0.0
2023-11-01,1111,OILSEEDS & GRAINS,7615910,0,0,0.0,
2023-12-01,1111,OILSEEDS & GRAINS,6303477,0,0,0.0,
2024-01-01,1111,OILSEEDS & GRAINS,7109619,0,0,0.0,
2024-02-01,1111,OILSEEDS & GRAINS,9647337,0,0,0.0,
2024-03-01,1111,OILSEEDS & GRAINS,8363402,0,0,0.0,
2024-04-01,1111,OILSEEDS & GRAINS,7070785,7337,52,7.3542046604443495e-06,0.007087365408204988
2024-05-01,1111,OILSEEDS & GRAINS,6134050,0,0,0.0,
2024-06-01,1111,OILSEEDS & GRAINS,5073320,0,0,0.0,
2024-07-01,1111,OILSEEDS & GRAINS,5599707,0,0,0.0,
2024-08-01,1111,OILSEEDS & GRAINS,6129857,0,0,0.0,
2024-09-01,1111,OILSEEDS & GRAINS,5970279,2859,30,5.024890796560764e-06,0.01049317943336831
2024-10-01,1111,OILSEEDS & GRAINS,5282708,0,0,0.0,
2024-11-01,1111,OILSEEDS & GRAINS,4517320,0,0,0.0,
2024-12-01,1111,OILSEEDS & GRAINS,4254092,0,0,0.0,
2025-01-01,1111,OILSEEDS & GRAINS,5676647,0,0,0.0,
2025-02-01,1111,OILSEEDS & GRAINS,6595460,0,0,0.0,
2025-03-01,1111,OILSEEDS & GRAINS,6724895,279005,69755,0.010372652658517344,0.2500134406193437
2025-04-01,1111,OILSEEDS & GRAINS,4358697,24020,6005,0.0013777053096372608,0.25
2025-05-01,1111,OILSEEDS & GRAINS,4864313,12774,3193,0.0006564133516901565,0.24996085799279788
2025-06-01,1111,OILSEEDS & GRAINS,4331456,0,0,0.0,
2025-07-01,1111,OILSEEDS & GRAINS,6902755,0,0,0.0,
2025-08-01,1111,OILSEEDS & GRAINS,4195744,0,0,0.0,
2025-09-01,1111,OILSEEDS & GRAINS,5204075,0,0,0.0,
2025-10-01,1111,OILSEEDS & GRAINS,3933074,0,0,0.0,
2025-11-01,1111,OILSEEDS & GRAINS,4220643,0,0,0.0,
2025-12-01,1111,OILSEEDS & GRAINS,3885981,0,0,0.0,
2026-01-01,1111,OILSEEDS & GRAINS,3154405,0,0,0.0,
2026-02-01,1111,OILSEEDS & GRAINS,3696188,7248,1812,0.0004902348040738188,0.25
2026-03-01,1111,OILSEEDS & GRAINS,4650627,24189,2419,0.0005201449180938398,0.10000413411054612
2026-04-01,1111,OILSEEDS & GRAINS,3868430,0,0,0.0,
2026-05-01,1111,OILSEEDS & GRAINS,4380562,0,0,0.0,
2026-06-01,1111,OILSEEDS & GRAINS,4183095,0,0,0.0,
2026-07-01,1111,OILSEEDS & GRAINS,3820534,0,0,0.0,
2013-01-01,1112,VEGETABLES & MELONS,520936309,99033,50,9.598102327707014e-08,0.0005048822109801783
2013-02-01,1112,VEGETABLES & MELONS,581940537,464087,0,0.0,0.0
2013-03-01,1112,VEGETABLES & MELONS,704171566,11760,187,2.655602825064936e-07,0.015901360544217688
2013-04-01,1112,VEGETABLES & MELONS,569896065,11466,0,0.0,0.0
2013-05-01,1112,VEGETABLES & MELONS,518942888,66872,1111,2.1408906947001075e-06,0.016613829405431272
2013-06-01,1112,VEGETABLES & MELONS,283142498,191311,3,1.0595371663352351e-08,1.56812729011923e-05
2013-07-01,1112,VEGETABLES & MELONS,199890942,43542,2,1.0005455875034097e-08,4.593266271645767e-05
2013-08-01,1112,VEGETABLES & MELONS,183899979,14313,4,2.1750954087928418e-08,0.00027946621952071543
2013-09-01,1112,VEGETABLES & MELONS,183366139,27026,579,3.157616794232658e-06,0.021423814104935986
2013-10-01,1112,VEGETABLES & MELONS,315292202,2800,0,0.0,0.0
2013-11-01,1112,VEGETABLES & MELONS,407349945,2812,0,0.0,0.0
2013-12-01,1112,VEGETABLES & MELONS,467953658,2228,20,4.273927483648392e-08,0.008976660682226212
2014-01-01,1112,VEGETABLES & MELONS,642554112,25267,384,5.976150379067219e-07,0.015197688684845846
2014-02-01,1112,VEGETABLES & MELONS,591240645,13857,0,0.0,0.0
2014-03-01,1112,VEGETABLES & MELONS,633255011,0,0,0.0,
2014-04-01,1112,VEGETABLES & MELONS,562601393,64319,17,3.0216775520852646e-08,0.00026430759184688815
2014-05-01,1112,VEGETABLES & MELONS,438145510,4550,7,1.5976427557137354e-08,0.0015384615384615385
2014-06-01,1112,VEGETABLES & MELONS,275375759,68097,467,1.6958645949660369e-06,0.006857864516792223
2014-07-01,1112,VEGETABLES & MELONS,208909247,23337,1656,7.926887027647943e-06,0.07096027767065176
2014-08-01,1112,VEGETABLES & MELONS,172252629,37601,41,2.3802249195279337e-07,0.0010903965320071276
2014-09-01,1112,VEGETABLES & MELONS,192114548,308890,1,5.2052278726960335e-09,3.2373984266243646e-06
2014-10-01,1112,VEGETABLES & MELONS,334909875,59613,55,1.6422328544358388e-07,0.0009226175498632848
2014-11-01,1112,VEGETABLES & MELONS,423088292,47892,2192,5.180951686557188e-06,0.04576964837551157
2014-12-01,1112,VEGETABLES & MELONS,536182533,0,0,0.0,
2015-01-01,1112,VEGETABLES & MELONS,631923906,12187,112,1.7723652948809315e-07,0.009190120620333142
2015-02-01,1112,VEGETABLES & MELONS,603712200,0,0,0.0,
2015-03-01,1112,VEGETABLES & MELONS,593504653,5920,44,7.413589729683214e-08,0.007432432432432433
2015-04-01,1112,VEGETABLES & MELONS,572099191,76576,20,3.495897270024281e-08,0.00026117843710823235
2015-05-01,1112,VEGETABLES & MELONS,447083356,29103,19,4.2497667929288784e-08,0.000652853657698519
2015-06-01,1112,VEGETABLES & MELONS,316808205,21137,38,1.1994638838347006e-07,0.0017977953351942092
2015-07-01,1112,VEGETABLES & MELONS,238066057,224229,1101,4.624766814195608e-06,0.004910158810858542
2015-08-01,1112,VEGETABLES & MELONS,207591862,41154,62,2.986629601116059e-07,0.0015065364241629003
2015-09-01,1112,VEGETABLES & MELONS,217585887,12363,844,3.878928048306736e-06,0.06826821968777805
2015-10-01,1112,VEGETABLES & MELONS,333380854,2282,14,4.1994013249483125e-08,0.006134969325153374
2015-11-01,1112,VEGETABLES & MELONS,448595987,12356,76,1.694174763092564e-07,0.006150857882809971
2015-12-01,1112,VEGETABLES & MELONS,566948904,26735,360,6.349778568405169e-07,0.01346549466990836
2016-01-01,1112,VEGETABLES & MELONS,795939926,61874,3551,4.461391976961839e-06,0.05739082651840838
2016-02-01,1112,VEGETABLES & MELONS,816733005,219601,2004,2.4536782372349454e-06,0.009125641504364734
2016-03-01,1112,VEGETABLES & MELONS,769189788,46203,1116,1.45087729635849e-06,0.024154275696383353
2016-04-01,1112,VEGETABLES & MELONS,636202888,71220,113,1.7761629525957135e-07,0.0015866329682673406
2016-05-01,1112,VEGETABLES & MELONS,503434858,202748,81,1.608946991112006e-07,0.0003995107226705072
2016-06-01,1112,VEGETABLES & MELONS,339255903,57183,0,0.0,0.0
2016-07-01,1112,VEGETABLES & MELONS,257798788,302072,706,2.7385698958367484e-06,0.0023371911332397575
2016-08-01,1112,VEGETABLES & MELONS,233924360,84995,159,6.797068932880697e-07,0.0018706982763691982
2016-09-01,1112,VEGETABLES & MELONS,248655471,52620,492,1.9786413627713826e-06,0.009350057012542759
2016-10-01,1112,VEGETABLES & MELONS,373993022,18062,148,3.9572930855378367e-07,0.008193998449784077
2016-11-01,1112,VEGETABLES & MELONS,456952411,81552,4854,1.0622550364440466e-05,0.059520306062389644
2016-12-01,1112,VEGETABLES & MELONS,496151945,87165,793,1.5983006979847676e-06,0.009097688292319165
2017-01-01,1112,VEGETABLES & MELONS,587350155,89131,131,2.230356098229003e-07,0.0014697467772155591
2017-02-01,1112,VEGETABLES & MELONS,643125729,84182,44,6.841586025242041e-08,0.000522677056853009
2017-03-01,1112,VEGETABLES & MELONS,732767510,134769,385,5.254053908585549e-07,0.002856740051495522
2017-04-01,1112,VEGETABLES & MELONS,621041409,266779,248,3.993292498793748e-07,0.0009296084024604636
2017-05-01,1112,VEGETABLES & MELONS,500887335,128717,1,1.996456947748539e-09,7.768981564206748e-06
2017-06-01,1112,VEGETABLES & MELONS,338122343,137790,34,1.0055531881843135e-07,0.0002467523042310763
2017-07-01,1112,VEGETABLES & MELONS,261748528,7652,32,1.2225474673920611e-07,0.004181913225300575
2017-08-01,1112,VEGETABLES & MELONS,244076344,83380,0,0.0,0.0
2017-09-01,1112,VEGETABLES & MELONS,273910357,5373,637,2.3255783643113576e-06,0.11855574167131956
2017-10-01,1112,VEGETABLES & MELONS,434187186,8846,12,2.7637849266237904e-08,0.0013565453312231518
2017-11-01,1112,VEGETABLES & MELONS,520297265,443803,130,2.4985716578771563e-07,0.00029292276077448777
2017-12-01,1112,VEGETABLES & MELONS,613024371,68166,1024,1.6704066729510172e-06,0.015022151805885632
2018-01-01,1112,VEGETABLES & MELONS,793709684,95281,1469,1.850802667036629e-06,0.015417554391746519
2018-02-01,1112,VEGETABLES & MELONS,673579978,80061,1609,2.3887289595178554e-06,0.020097175903373676
2018-03-01,1112,VEGETABLES & MELONS,737319617,103606,3469,4.704879566496058e-06,0.03348261683686273
2018-04-01,1112,VEGETABLES & MELONS,599171747,155535,306,5.107049882310289e-07,0.0019674028353746744
2018-05-01,1112,VEGETABLES & MELONS,540755859,16083,0,0.0,0.0
2018-06-01,1112,VEGETABLES & MELONS,361697463,31591,728,2.0127318393715135e-06,0.023044538001329492
2018-07-01,1112,VEGETABLES & MELONS,281767172,16570,21,7.452961908564706e-08,0.0012673506336753169
2018-08-01,1112,VEGETABLES & MELONS,276353905,22852,186,6.730500153417409e-07,0.00813933134955365
2018-09-01,1112,VEGETABLES & MELONS,277687677,29352,374,1.3468368637762777e-06,0.012741891523575907
2018-10-01,1112,VEGETABLES & MELONS,443571823,180162,1464,3.3004801569643436e-06,0.008126019915409465
2018-11-01,1112,VEGETABLES & MELONS,523370449,47735,375,7.165096935001006e-07,0.00785587095422646
2018-12-01,1112,VEGETABLES & MELONS,650512357,76279,1069,1.6433200514898135e-06,0.014014342086288493
2019-01-01,1112,VEGETABLES & MELONS,823111692,46661758,941211,0.0011434790796289649,0.02017092883641461
2019-02-01,1112,VEGETABLES & MELONS,722297021,36354314,770480,0.0010667079852181751,0.021193633305802442
2019-03-01,1112,VEGETABLES & MELONS,840137985,47592927,920557,0.0010957211987028535,0.019342306893627283
2019-04-01,1112,VEGETABLES & MELONS,690966753,42883949,844056,0.0012215580508545829,0.019682329162363288
2019-05-01,1112,VEGETABLES & MELONS,586813733,31923170,649229,0.001106362996450187,0.02033723467938804
2019-06-01,1112,VEGETABLES & MELONS,380384038,16747346,332040,0.0008729072906050805,0.01982642503474879
2019-07-01,1112,VEGETABLES & MELONS,310392780,5904121,124717,0.00040180380484365646,0.02112372019475888
2019-08-01,1112,VEGETABLES & MELONS,283062799,3647222,89106,0.00031479233694710974,0.024431197223530675
2019-09-01,1112,VEGETABLES & MELONS,297098450,6479087,129466,0.00043576800888728973,0.019982136371991917
2019-10-01,1112,VEGETABLES & MELONS,461664195,36003661,630341,0.0013653668766753723,0.017507691787232414
2019-11-01,1112,VEGETABLES & MELONS,565260438,41524551,777441,0.0013753677910853545,0.018722442056026085
2019-12-01,1112,VEGETABLES & MELONS,669902138,56329505,845271,0.0012617828068493193,0.015005830425813257
2020-01-01,1112,VEGETABLES & MELONS,902166281,41411,783,8.679109566499083e-07,0.01890801960831663
2020-02-01,1112,VEGETABLES & MELONS,823269148,19597,138,1.676244036780059e-07,0.007041894167474613
2020-03-01,1112,VEGETABLES & MELONS,860590610,67003,2366,2.7492747103062164e-06,0.035311851708132475
2020-04-01,1112,VEGETABLES & MELONS,588937514,46714,2,3.3959460086286845e-09,4.2813717515091834e-05
2020-05-01,1112,VEGETABLES & MELONS,636119709,30267,521,8.190282310526555e-07,0.017213466812039516
2020-06-01,1112,VEGETABLES & MELONS,502046521,157030,2681,5.340142572166136e-06,0.01707317073170732
2020-07-01,1112,VEGETABLES & MELONS,401843568,4119957,309867,0.0007711134995695638,0.07521122186469421
2020-08-01,1112,VEGETABLES & MELONS,356899278,156480,2153,6.032514305058359e-06,0.013758946830265848
2020-09-01,1112,VEGETABLES & MELONS,400215901,196896,1553,3.880405541408011e-06,0.007887412644238583
2020-10-01,1112,VEGETABLES & MELONS,570914449,85335,6613,1.1583171544498781e-05,0.07749458018398078
2020-11-01,1112,VEGETABLES & MELONS,639021961,267801,25124,3.931633266669532e-05,0.09381593048569647
2020-12-01,1112,VEGETABLES & MELONS,708652191,68742,2377,3.3542547813840032e-06,0.03457856914259114
2021-01-01,1112,VEGETABLES & MELONS,889699041,226974,9136,1.0268640943718854e-05,0.040251306317023096
2021-02-01,1112,VEGETABLES & MELONS,827564794,52812,2714,3.279501520215709e-06,0.05138983564341437
2021-03-01,1112,VEGETABLES & MELONS,835799868,108781,4581,5.4809771757465744e-06,0.042112133552734396
2021-04-01,1112,VEGETABLES & MELONS,730712614,167121,7543,1.0322799764888142e-05,0.04513496209333357
2021-05-01,1112,VEGETABLES & MELONS,684332039,272348,9057,1.3234803405134741e-05,0.03325524696344383
2021-06-01,1112,VEGETABLES & MELONS,515416412,620453,29214,5.6680383704972126e-05,0.047084952446035395
2021-07-01,1112,VEGETABLES & MELONS,364933855,144543,5713,1.5654891761138467e-05,0.0395245705430218
2021-08-01,1112,VEGETABLES & MELONS,310782118,175516,5902,1.899079663264281e-05,0.03362656395998086
2021-09-01,1112,VEGETABLES & MELONS,323064086,114557,1587,4.912338043046976e-06,0.013853365573469976
2021-10-01,1112,VEGETABLES & MELONS,452540113,199383,15049,3.325451063384518e-05,0.07547784916467301
2021-11-01,1112,VEGETABLES & MELONS,561165301,616444,105235,0.00018752941390437112,0.17071299258326791
2021-12-01,1112,VEGETABLES & MELONS,624355766,562290,93501,0.000149755964614572,0.16628608013658433
2022-01-01,1112,VEGETABLES & MELONS,688921409,237610,9188,1.3336789770166658e-05,0.03866840621185977
2022-02-01,1112,VEGETABLES & MELONS,669800102,162706,6035,9.01015091215976e-06,0.03709144100401952
2022-03-01,1112,VEGETABLES & MELONS,750536544,153464,8580,1.1431821766163061e-05,0.05590887765208779
2022-04-01,1112,VEGETABLES & MELONS,698787106,51312,6409,9.17160597980467e-06,0.12490255690676645
2022-05-01,1112,VEGETABLES & MELONS,615280869,97894,3005,4.883948374478063e-06,0.030696467607820705
2022-06-01,1112,VEGETABLES & MELONS,448631418,450380,26282,5.8582611349791824e-05,0.0583551667480794
2022-07-01,1112,VEGETABLES & MELONS,307288374,80661,2196,7.146381659073115e-06,0.027225052999590882
2022-08-01,1112,VEGETABLES & MELONS,278927705,165183,367,1.3157531267824399e-06,0.002221778270160973
2022-09-01,1112,VEGETABLES & MELONS,269809662,131713,112,4.151074471158116e-07,0.0008503336800467683
2022-10-01,1112,VEGETABLES & MELONS,416085707,127291,3150,7.570555649968529e-06,0.02474644711723531
2022-11-01,1112,VEGETABLES & MELONS,545068493,132457,2097,3.847222921395312e-06,0.015831552881312425
2022-12-01,1112,VEGETABLES & MELONS,658168497,340354,16856,2.5610463090882333e-05,0.049524906420961703
2023-01-01,1112,VEGETABLES & MELONS,732828712,580505,99555,0.00013585029948990317,0.171497230859338
2023-02-01,1112,VEGETABLES & MELONS,691935927,25586,118,1.7053602132152331e-07,0.004611897131243649
2023-03-01,1112,VEGETABLES & MELONS,776123764,198162,9055,1.1666953674156536e-05,0.04569493646612368
2023-04-01,1112,VEGETABLES & MELONS,649498423,178324,19896,3.063286883454065e-05,0.11157219443260581
2023-05-01,1112,VEGETABLES & MELONS,638920337,140363,9147,1.4316338783249594e-05,0.06516674622229505
2023-06-01,1112,VEGETABLES & MELONS,444914321,351299,37599,8.450840583304128e-05,0.10702848570590864
2023-07-01,1112,VEGETABLES & MELONS,336352353,275170,9177,2.7283888214690145e-05,0.033350292546425846
2023-08-01,1112,VEGETABLES & MELONS,306656778,194105,1447,4.7186304161847026e-06,0.007454728111073903
2023-09-01,1112,VEGETABLES & MELONS,302951706,394390,16614,5.484042397173363e-05,0.042125814549050435
2023-10-01,1112,VEGETABLES & MELONS,422014849,231227,10138,2.40228513854971e-05,0.04384436073641919
2023-11-01,1112,VEGETABLES & MELONS,469319904,276049,10559,2.249851308245388e-05,0.03825045553506805
2023-12-01,1112,VEGETABLES & MELONS,557871418,167262,1761,3.15664137502022e-06,0.010528392581698173
2024-01-01,1112,VEGETABLES & MELONS,760572320,82709,4522,5.945522708478268e-06,0.05467361472149343
2024-02-01,1112,VEGETABLES & MELONS,833603832,159021,6531,7.834656882911258e-06,0.041070047352236495
2024-03-01,1112,VEGETABLES & MELONS,812173386,408492,42943,5.2874177780555836e-05,0.10512568177589769
2024-04-01,1112,VEGETABLES & MELONS,719839480,172630,6647,9.234003114138725e-06,0.03850431558825233
2024-05-01,1112,VEGETABLES & MELONS,640734754,265987,8929,1.3935563732508258e-05,0.03356930977829744
2024-06-01,1112,VEGETABLES & MELONS,414973485,140978,10353,2.4948581955784475e-05,0.0734369901686788
2024-07-01,1112,VEGETABLES & MELONS,352434518,202766,7104,2.0156935933273142e-05,0.03503545959381751
